title,description,manufactured,reg_age,type_of_vehicle,category,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price
-2.848174810409546,1.6967931985855103,15.0,14.89,3,1,0,1095.0,80.0,1497.0,4,16545.869290231905,15287,1026.0,1156.0,66.0,12717.0,12717.0,5800.0
-2.1218442916870117,1.202270269393921,6.0,5.92,0,3,0,1480.0,110.0,1998.0,1,16190.0,34381,1210.0,31811.0,47000.0,22527.0,23538.0,84000.0
-0.1883949637413025,0.6277315616607666,7.0,7.41,3,1,0,1310.0,88.0,1496.0,2,14450.0,52000,682.0,21300.0,87000.0,14761.0,9761.0,47800.0
-0.8646367788314819,1.8163856267929077,6.0,5.81,3,3,0,1324.0,127.0,1498.0,2,17430.0,30851,684.0,34304.0,64000.0,26594.0,29232.0,92950.0
1.3677997589111328,-8.258373260498047,18.0,18.57,4,1,0,1580.0,190.0,2996.0,5,16480.0,47450,3573.0,8580.0,66.0,73635.0,80999.0,29800.0
-0.2719990015029907,1.8411588668823242,5.0,4.04,6,2,0,1067.0,85.0,1496.0,1,10440.0,19534,182.0,25904.0,45000.0,18419.0,18419.0,73800.0
0.8524878621101379,1.0540647506713867,43.0,1.97,3,4,1,1140.0,59.0,1796.0,2,16545.869290231905,10766,280.0,9058.0,66.0,3613.0,3613.0,49888.0
-0.738061249256134,-10.178918838500977,6.0,6.18,2,3,0,1610.0,100.0,1797.0,1,22310.0,38700,974.0,35279.0,85100.0,32573.0,27603.0,105800.0
-0.4654189348220825,1.86518394947052,6.0,6.24,6,2,0,1257.0,81.0,999.0,3,13130.0,32699,392.0,25182.0,66.0,17008.0,17008.0,61800.0
-0.7621843814849854,1.1128687858581543,7.0,7.15,3,2,0,1345.0,93.0,1591.0,1,13700.0,46778,738.0,23273.0,129714.0,12579.0,12579.0,50500.0
-0.740715503692627,-10.178918838500977,9.0,8.88,2,3,0,1855.0,129.0,2356.0,2,20010.0,57501,1630.0,25993.0,70000.0,28300.0,31620.0,45800.0
-2.484774589538574,1.5539058446884155,16.0,15.91,2,2,0,1350.0,103.0,1799.0,1,12860.0,31553,1467.0,13442.0,115000.0,17446.0,6947.0,54800.0
0.21030007302761078,1.5342622995376587,7.0,6.84,1,3,0,1716.0,206.0,1984.0,1,22110.0,53711,1194.0,54192.0,63161.0,44874.0,54824.0,103800.0
0.15666379034519196,1.2177985906600952,7.0,7.7,3,1,0,1331.0,88.0,1496.0,1,15130.0,48401,682.0,21745.0,102151.0,19672.0,14672.0,47800.0
-0.8242024779319763,1.3794608116149902,2.0,1.56,4,3,0,2335.0,404.0,3996.0,1,116950.0,107889,3944.0,485041.0,1702.0,268927.0,531640.0,1288888.0
0.9867911338806152,-10.178918838500977,8.0,7.95,1,3,0,1540.0,185.0,1998.0,3,26250.0,56206,1210.0,48636.0,63000.0,47372.0,58321.0,92888.0
3.3576488494873047,-10.178918838500977,16.0,15.78,1,2,0,1605.0,150.0,2497.0,2,10510.0,31553,2694.0,14350.0,185000.0,55328.0,55328.0,47800.0
-0.7045230865478516,-10.178918838500977,8.0,8.57,0,1,0,1574.0,140.0,2354.0,3,15870.0,46502,1628.0,27206.0,86000.0,30143.0,34201.0,45800.0
1.4117317199707031,1.287224292755127,5.0,4.83,0,1,0,1735.0,155.0,1991.0,1,24340.0,41805,1202.0,63175.0,105000.0,43770.0,53278.0,161800.0
-1.1211955547332764,1.3463940620422363,6.0,5.68,7,3,0,1130.0,97.0,1496.0,2,14240.0,26301,682.0,19110.0,47000.0,19924.0,9924.0,70800.0
1.102953314781189,-3.9571194648742676,4.0,1.4,1,2,0,1875.0,250.0,2998.0,1,16545.869290231905,118990,2384.0,83504.0,17000.0,82130.0,142816.0,358800.0
2.5139646530151367,0.862563967704773,10.0,7.09,1,2,0,1405.0,155.0,1991.0,3,16545.869290231905,50000,1202.0,83504.0,66.0,12360.0,12360.0,72333.0
2.395444393157959,1.521127700805664,2.0,1.82,0,3,0,2505.0,243.0,2925.0,1,44570.0,108006,3268.0,194953.0,52000.0,89365.0,136603.0,450000.0
-0.24885031580924988,1.4217438697814941,6.0,6.44,2,2,0,1480.0,75.0,1499.0,3,13980.0,38001,684.0,39297.0,163888.0,32789.0,37905.0,72888.0
-1.0245168209075928,0.987034797668457,6.0,6.45,3,3,0,1096.0,88.0,1497.0,2,13020.0,38389,684.0,25705.0,95000.0,17233.0,17233.0,57800.0
-0.6904226541519165,-7.095459461212158,13.0,13.22,5,2,0,1800.0,118.67483660130719,1998.0,3,9570.0,39522,534.0,28293.0,106000.0,16282.0,16282.0,68500.0
-0.010835928842425346,-3.9923882484436035,12.0,12.06,5,1,1,11800.0,118.67483660130719,15681.0,1,25730.0,26442,534.0,16155.0,66.0,102219.0,5111.0,78600.0
-0.24492856860160828,1.641618251800537,5.0,2.01,4,2,0,1570.0,317.0,2979.0,1,16545.869290231905,90002,2362.0,83504.0,38000.0,46215.0,56701.0,260800.0
0.10455276072025299,1.600786566734314,5.0,5.6,0,1,0,1315.0,85.0,999.0,1,16260.0,26659,392.0,31345.0,90000.0,24924.0,26894.0,89800.0
0.8849049806594849,0.9324617385864258,9.0,8.87,6,2,0,1450.0,90.0,1498.0,3,14230.0,56989,684.0,18889.0,113000.0,22664.0,18730.0,30800.0
-1.4161720275878906,1.347240686416626,8.0,8.02,0,2,0,1355.0,110.0,1998.0,1,14090.0,55501,1210.0,24532.0,66.0,19041.0,19041.0,42800.0
-1.2186726331710815,1.6998589038848877,10.0,10.12,3,2,0,1205.0,90.0,1598.0,1,16545.869290231905,62890,742.0,8427.0,90000.0,18650.0,13650.0,16888.0
-0.7674176692962646,1.6272797584533691,8.0,7.13,5,1,1,1800.0,118.67483660130719,2953.0,1,10570.0,42809,534.0,13159.0,120381.0,26468.0,1324.0,32500.0
0.27913200855255127,1.5363520383834839,9.0,8.26,6,1,0,1249.0,92.0,1395.0,2,15830.0,53000,624.0,17656.0,109000.0,20513.0,10719.0,38888.0
-1.1421908140182495,1.4136860370635986,6.0,6.39,7,3,0,1190.0,101.0,1496.0,2,14890.0,38700,682.0,18094.0,65000.0,20960.0,5000.0,59600.0
-1.8061819076538086,1.434621810913086,16.0,15.11,0,2,0,1600.0,118.0,2362.0,5,11920.0,37941,2457.0,20010.0,130650.0,27778.0,27778.0,62888.0
-1.5418392419815063,2.145034074783325,10.0,10.09,3,3,0,1295.0,95.0,1591.0,2,11850.0,39241,738.0,38273.0,112000.0,13767.0,8767.0,57800.0
1.6755034923553467,1.7977744340896606,3.0,2.76,0,2,0,2208.0,294.0,2002.5406298172209,1,24030.0,82501,4086.0,122194.0,33000.0,79889.0,80801.0,219800.0
-2.007472038269043,1.4561344385147095,16.0,16.37,2,2,0,1750.0,125.0,2362.0,4,12910.0,50578,2457.0,17973.0,170000.0,28187.0,28187.0,45888.0
-2.1380765438079834,-7.863884449005127,15.0,15.71,3,3,0,1264.0,89.0,1591.0,5,9910.0,25727,1107.0,11475.0,140000.0,11635.0,336.0,44188.0
0.7687367796897888,1.9090591669082642,7.0,7.59,0,2,0,1285.0,85.0,1197.0,1,14340.0,50789,508.0,22315.0,81368.0,18583.0,13583.0,46800.0
-1.530751347541809,1.417331576347351,13.0,12.75,6,2,0,1295.0,88.0,1598.0,2,14850.0,27020,965.0,13754.0,66.0,25966.0,25966.0,37800.0
0.3250722885131836,1.9386634826660156,12.0,12.25,8,2,0,2180.0,118.67483660130719,2982.0,3,13730.0,26276,534.0,15996.0,66.0,54645.0,2733.0,41800.0
-1.7437419891357422,1.3088325262069702,15.0,15.24,3,2,0,1264.0,89.0,1591.0,4,10010.0,26175,1107.0,12765.0,199661.0,11216.0,11216.0,48800.0
-0.23215261101722717,1.8791643381118774,29.0,25.99,4,3,0,1541.5100743687306,118.67483660130719,1796.0,6,11050.0,32279,1461.0,14141.0,91000.0,30259.0,42363.0,48400.0
1.3885992765426636,1.3231024742126465,1.0,1.0,0,4,0,1960.0,184.0,2487.0,1,34670.0,150001,1784.0,180001.0,8000.0,73915.0,120788.0,377800.0
-0.06690502911806107,1.4221322536468506,8.0,8.43,1,2,0,1513.0,141.0,2488.0,3,12510.0,49700,1786.0,26306.0,109062.0,27853.0,30995.0,38800.0
1.005863904953003,1.421629548072815,6.0,5.43,6,3,0,1270.0,92.0,1395.0,2,15870.0,27000,624.0,31987.0,44000.0,24707.0,26590.0,91888.0
0.17078471183776855,1.4587998390197754,4.0,4.07,0,2,0,1185.0,88.0,998.0,1,14170.0,38504,392.0,30766.0,34296.0,19037.0,9037.0,92800.0
-0.851011335849762,1.480128288269043,5.0,3.82,3,2,0,1397.0,88.0,1496.0,1,15330.0,37690,682.0,34489.0,72000.0,26036.0,13451.0,105988.0
-0.08156200498342514,-10.178918838500977,7.0,5.94,7,1,0,1259.0,85.0,999.0,1,12750.0,28199,392.0,32338.0,94000.0,25933.0,28307.0,70800.0
0.20109297335147858,1.0499567985534668,3.0,3.52,0,2,0,1545.0,110.0,1395.0,1,19940.0,47001,624.0,54458.0,42000.0,27557.0,30580.0,148999.0
-0.8223951458930969,1.8226685523986816,6.0,5.64,6,3,0,1240.0,103.0,1353.0,1,15770.0,36961,600.0,30191.0,57500.0,18103.0,18103.0,83800.0
0.3775939643383026,-7.928586006164551,5.0,4.7,9,1,1,1800.0,118.67483660130719,2488.0,1,11060.0,25001,534.0,14014.0,66.0,25565.0,1279.0,61988.0
0.5674321055412292,1.3469032049179077,5.0,5.21,0,2,0,1720.0,135.0,1998.0,2,27800.0,40001,1210.0,64457.0,66.0,47396.0,58355.0,173000.0
0.045808833092451096,1.2259331941604614,3.0,2.7,6,3,0,1220.0,85.0,1198.0,2,13970.0,60761,714.0,51509.0,24467.0,21061.0,6486.0,110500.0
-2.3836374282836914,1.4346965551376343,16.0,16.09,0,2,0,1150.0,80.0,1495.0,4,11600.0,32339,1023.0,13609.0,66.0,15281.0,15281.0,48800.0
-0.7621843814849854,-10.178918838500977,7.0,7.0,3,2,0,1345.0,93.0,1591.0,2,15980.0,41761,738.0,21893.0,123000.0,11960.0,11960.0,60000.0
-1.4264018535614014,1.5560686588287354,9.0,8.68,6,1,0,1320.0,100.0,1499.0,2,19110.0,46970,684.0,21766.0,98200.0,27192.0,25069.0,45000.0
0.9374048709869385,1.4157049655914307,9.0,9.18,1,3,0,1615.0,135.0,2494.0,1,18320.0,62140,1792.0,32758.0,87337.0,39966.0,47953.0,42800.0
1.9111485481262207,1.5976461172103882,6.0,5.77,0,1,0,1705.0,135.0,1991.0,2,23440.0,31001,1202.0,49741.0,123000.0,42569.0,51597.0,128800.0
-0.22770315408706665,-8.46946907043457,7.0,6.37,9,1,0,1460.0,118.67483660130719,1560.0,2,8430.0,30280,534.0,12145.0,66.0,20290.0,1015.0,33800.0
-0.9792346954345703,-10.178918838500977,7.0,7.25,0,2,0,1280.0,112.0,1496.0,2,14870.0,50001,682.0,18483.0,76000.0,25340.0,5000.0,47800.0
-1.1738637685775757,1.7814435958862305,17.0,16.79,3,3,0,1220.0,92.0,1595.0,6,16910.0,42698,1110.0,15137.0,136000.0,18919.0,20811.0,60000.0
0.02061951532959938,-10.178918838500977,6.0,6.28,6,2,0,1080.0,101.0,1496.0,2,13350.0,31001,682.0,18404.0,66.0,19759.0,9759.0,56800.0
2.8849844932556152,-7.146337985992432,11.0,11.02,1,3,0,1430.0,115.0,1595.0,5,11830.0,99617,814.0,79694.0,119000.0,29909.0,23873.0,109800.0
1.3924458026885986,1.5342475175857544,7.0,7.35,1,1,0,1540.0,135.0,1998.0,2,21170.0,47501,1210.0,40507.0,105000.0,40838.0,44174.0,84500.0
2.7795748710632324,-7.55530309677124,16.0,15.68,1,2,0,1485.0,115.0,1796.0,5,11380.0,31335,1461.0,14260.0,165000.0,37067.0,37067.0,51800.0
-1.186876654624939,1.3078726530075073,11.0,10.89,4,2,0,2295.0,373.0,3993.0,5,28640.0,45586,4334.0,30212.0,108000.0,172046.0,281683.0,189800.0
1.3585939407348633,1.6712157726287842,8.0,8.59,1,2,0,1480.0,132.0,1798.0,1,14400.0,50089,976.0,25150.0,107529.0,31415.0,30981.0,38800.0
-0.314151793718338,1.6223299503326416,13.0,13.3,4,2,0,1565.0,316.0,4163.0,6,30160.0,53932,5888.0,36836.0,66.0,147728.0,147728.0,206000.0
0.5796173214912415,1.5866411924362183,8.0,7.52,6,2,0,1165.0,70.0,999.0,5,15850.0,48556,392.0,17925.0,82308.0,21256.0,6759.0,48800.0
1.1833653450012207,1.118537425994873,2.0,0.79,9,2,0,2000.0,118.67483660130719,2002.5406298172209,1,11920.0,23143,534.0,22217.0,66.0,47243.0,2363.0,114500.0
-0.9792346954345703,0.9737578630447388,7.0,7.34,0,3,0,1280.0,112.0,1496.0,1,14750.0,53001,682.0,18276.0,94000.0,26381.0,5000.0,45000.0
0.22860302031040192,1.364880919456482,5.0,4.3,0,2,0,1795.0,185.0,1984.0,1,22720.0,35889,1194.0,61850.0,61000.0,43839.0,53375.0,164800.0
-0.3023538887500763,-10.178918838500977,5.0,4.03,2,1,0,1940.0,134.0,2493.0,2,26730.0,41001,1792.0,62153.0,54000.0,40098.0,48138.0,193888.0
-1.4387778043746948,1.1620460748672485,38.0,38.17,4,4,1,1541.5100743687306,118.67483660130719,3185.0,5,276380.0,59798,534.0,7962.0,45000.0,30541.685722138245,24868.066767621145,368000.0
0.27913200855255127,1.3924587965011597,9.0,8.95,6,1,0,1249.0,90.0,1395.0,2,11950.0,56001,624.0,12171.0,66.0,19158.0,9158.0,19800.0
-1.3919963836669922,1.3573999404907227,6.0,6.73,3,2,0,1115.0,73.0,1368.0,3,12370.0,41400,608.0,19845.0,66.0,7828.0,7828.0,48000.0
-1.7257041931152344,0.8565738201141357,10.0,9.46,0,2,0,1940.0,250.0,2997.0,4,48410.0,77600,2382.0,57470.0,116000.0,71450.0,100610.0,95000.0
-0.494317889213562,-10.178918838500977,16.0,15.97,6,2,1,1122.0,48.0,1086.0,1,9090.0,30284,663.0,13267.0,130000.0,7890.0,7890.0,39800.0
0.5496178865432739,1.6556164026260376,3.0,3.12,1,3,0,1844.0,377.0,2002.5406298172209,1,16090.0,62600,5384.0,88663.0,87000.0,73264.0,58876.0,143800.0
-0.5858832001686096,1.319206714630127,3.0,3.18,0,3,0,1665.0,160.0,2487.0,2,25680.0,61001,1784.0,68692.0,60000.0,40927.0,34298.0,198000.0
2.425731897354126,1.5410722494125366,11.0,10.64,1,2,0,1549.0,84.0,1560.0,2,9230.0,79237,1278.0,77240.0,135104.0,32318.0,22246.0,89998.0
1.6280783414840698,1.209078073501587,6.0,3.51,4,4,0,2435.0,465.0,6592.0,1,16545.869290231905,52309,8004.0,83504.0,8000.0,333792.0,572826.0,1280000.0
-1.1911487579345703,-8.275171279907227,9.0,8.74,0,2,0,2115.0,220.0,3598.0,3,40090.0,59889,3322.0,76913.0,146053.0,83334.0,122002.0,126688.0
-0.22770315408706665,-0.11206516623497009,8.0,7.25,9,1,0,1460.0,118.67483660130719,1560.0,1,8130.0,28489,534.0,8687.0,66.0,19591.0,980.0,24800.0
0.6142909526824951,1.3175371885299683,9.0,9.01,0,2,0,1841.0,177.0,1999.0,2,20800.0,60001,1212.0,56032.0,49973.0,63835.0,86903.0,71998.0
2.5730948448181152,1.7519726753234863,7.0,7.11,1,1,0,1615.0,140.0,1969.0,2,14500.0,48001,1764.0,29342.0,113000.0,28059.0,21283.0,58000.0
-0.9704999923706055,1.7475426197052002,3.0,2.68,9,2,0,920.0,118.67483660130719,658.0,1,9200.0,29426,534.0,22654.0,14000.0,15309.0,766.0,70800.0
-0.6627656817436218,1.3175857067108154,3.0,3.22,3,3,0,945.0,59.0,1193.0,1,11910.0,41001,506.0,33113.0,19498.0,14397.0,5000.0,87800.0
-0.0332973338663578,1.0576807260513306,16.0,15.89,3,3,0,1313.0,80.0,1499.0,1,12680.0,27571,1026.0,12154.0,123928.0,18193.0,18193.0,55888.0
-0.09433722496032715,1.6284685134887695,8.0,7.68,0,2,0,1682.0,177.0,1998.0,2,14990.0,48209,1210.0,24143.0,99000.0,19237.0,19237.0,48800.0
-0.2768825888633728,-0.8937825560569763,1.0,0.55,9,2,0,840.0,118.67483660130719,658.0,1,8830.0,59950,534.0,58965.0,500.0,15101.0,756.0,86800.0
-0.7505192160606384,1.4864091873168945,0.0,0.34,2,4,0,1920.0,242.0,1993.0,1,21780.0,102334,1204.0,112080.0,45.0,38060.0,40284.0,236988.0
0.7003396153450012,1.6025928258895874,2.0,2.51,9,1,0,940.0,118.67483660130719,658.0,2,8620.0,31569,534.0,24364.0,33000.0,18213.0,911.0,66500.0
-0.24499525129795074,0.9024543166160583,5.0,5.18,0,2,0,1576.0,121.0,1998.0,1,16650.0,39889,1210.0,45230.0,100773.0,29591.0,33428.0,102000.0
2.991398572921753,1.247653841972351,8.0,8.22,7,2,0,1460.0,90.0,1595.0,2,16510.0,53000,740.0,27283.0,112638.0,31065.0,30491.0,48000.0
-1.6220676898956299,1.438950538635254,8.0,8.15,9,1,1,1760.0,118.67483660130719,2982.0,3,15500.0,5591,534.0,1147.0,66.0,29761.0,1489.0,31800.0
-1.3071120977401733,1.427827000617981,16.0,15.84,6,2,0,1390.0,184.0,1994.0,6,16070.0,31553,1809.0,14333.0,66.0,25958.0,25958.0,73000.0
1.680890679359436,1.4502747058868408,13.0,13.22,0,2,0,1805.0,225.0,2979.0,5,17720.0,53932,3071.0,38004.0,140000.0,60060.0,60060.0,124888.0
1.2017405033111572,1.6849106550216675,6.0,5.18,6,2,0,1441.0,140.0,1969.0,1,15180.0,39889,1176.0,38703.0,65404.0,22799.0,23919.0,91000.0
-1.1925444602966309,1.2322927713394165,16.0,15.99,3,1,0,1219.0,103.0,1799.0,6,13670.0,32121,1467.0,13605.0,66.0,24242.0,24242.0,57888.0
3.170227527618408,1.3675450086593628,7.0,6.73,0,2,0,1435.0,90.0,1595.0,2,18470.0,41400,740.0,35452.0,73000.0,28082.0,31315.0,83000.0
-1.005240559577942,-10.178918838500977,8.0,8.41,0,2,0,1610.0,111.0,1986.0,2,17190.0,47604,1196.0,23697.0,94448.0,28882.0,27435.0,44800.0
2.1621484756469727,1.674795150756836,6.0,5.7,6,2,0,1375.0,120.0,1332.0,2,19950.0,31101,586.0,39890.0,58400.0,32046.0,36865.0,108800.0
3.2530133724212646,1.3656095266342163,18.0,17.37,1,3,0,1690.0,120.0,1796.0,2,11400.0,52491,1461.0,15100.0,146208.0,57169.0,40019.0,32800.0
2.2759079933166504,-3.9923882484436035,9.0,9.11,9,1,1,1420.0,118.67483660130719,1461.0,2,10630.0,46801,534.0,5193.0,66.0,24963.0,1249.0,11800.0
-1.6506210565567017,1.8785393238067627,3.0,3.46,0,2,0,1256.0,85.0,1496.0,1,16040.0,48002,682.0,47949.0,58000.0,19638.0,19638.0,120800.0
0.5166971683502197,-3.9923882484436035,8.0,8.42,1,3,0,1310.0,92.0,1395.0,1,15180.0,47889,624.0,17773.0,57236.0,25118.0,17166.0,35000.0
2.0011367797851562,1.111877202987671,8.0,8.47,1,4,0,1425.0,115.0,1595.0,4,19710.0,55001,740.0,30742.0,78000.0,35589.0,36825.0,56000.0
0.6654936671257019,1.7296640872955322,10.0,9.89,5,1,0,7240.0,118.67483660130719,7790.0,1,16545.869290231905,49901,534.0,2434.0,296566.0,52484.0,2625.0,35000.0
-0.48938170075416565,1.9260503053665161,4.0,3.59,0,2,0,1323.0,103.0,1353.0,1,15660.0,47506,600.0,47120.0,35000.0,21202.0,21683.0,115888.0
2.1568539142608643,1.4158612489700317,5.0,3.62,1,2,0,1695.0,187.0,1969.0,3,20770.0,47001,1176.0,65559.0,45000.0,38681.0,46154.0,159800.0
-2.695845365524292,-10.178918838500977,17.0,17.06,6,3,0,1040.0,60.0,1339.0,1,11640.0,42564,885.0,13457.0,134000.0,14400.0,15840.0,36800.0
0.396045058965683,1.6341537237167358,3.0,3.42,6,3,0,1395.0,110.0,1498.0,1,17670.0,63002,684.0,53895.0,22000.0,27268.0,15176.0,126800.0
-0.6030529737472534,-10.178918838500977,9.0,9.07,2,1,0,1855.0,129.0,2356.0,2,17940.0,60001,1630.0,24568.0,127000.0,28590.0,32026.0,36800.0
-0.16079092025756836,1.3375993967056274,4.0,2.88,6,3,0,1200.0,85.0,999.0,1,15070.0,57010,392.0,61952.0,16000.0,23987.0,25582.0,125800.0
0.5467516779899597,1.3808248043060303,3.0,3.36,6,2,0,1380.0,80.0,1499.0,2,15390.0,47821,684.0,60333.0,75813.0,31169.0,35637.0,125998.0
0.36201414465904236,1.3824447393417358,14.0,13.44,4,2,0,1675.0,309.0,3999.0,5,19590.0,45586,5527.0,30212.0,150000.0,85932.0,85932.0,129800.0
-0.7299206852912903,1.2081873416900635,15.0,14.93,3,2,0,1251.0,92.0,1591.0,6,16545.869290231905,16208,1107.0,1439.0,66.0,11019.0,11019.0,5800.0
-0.7674176692962646,1.7504706382751465,7.0,6.84,5,1,1,1760.0,118.67483660130719,2953.0,1,11820.0,46890,534.0,16585.0,66.0,27176.0,1359.0,41800.0
-1.1738637685775757,1.4428448677062988,5.0,5.16,3,1,0,1237.0,92.0,1597.0,2,15980.0,31917,742.0,31200.0,82000.0,20072.0,20101.0,90800.0
1.2866878509521484,1.8879352807998657,14.0,14.42,1,1,0,1650.0,150.0,2497.0,6,14510.0,37502,2694.0,19594.0,177000.0,37893.0,37893.0,75800.0
1.1618540287017822,1.5513585805892944,14.0,13.42,4,2,0,1339.0,155.0,1984.0,4,16310.0,40714,1552.0,26659.0,66.0,33242.0,33242.0,106800.0
-0.9785159230232239,1.6791701316833496,5.0,5.18,2,4,0,1430.0,101.0,1496.0,1,16990.0,38602,682.0,34524.0,37983.0,27173.0,20043.0,95800.0
-0.1883949637413025,1.6351591348648071,7.0,6.81,3,3,0,1310.0,88.0,1496.0,2,12070.0,42900,682.0,24477.0,66.0,15108.0,15108.0,48800.0
0.5665438771247864,1.736080288887024,7.0,6.84,0,2,0,1050.0,81.0,1199.0,2,12520.0,38200,508.0,16751.0,146146.0,18278.0,5000.0,46800.0
3.241901159286499,1.3993035554885864,25.0,24.76,1,3,0,1541.5100743687306,118.67483660130719,1998.0,5,10320.0,39463,1815.0,22175.0,175500.0,51347.0,71886.0,58000.0
-2.315626382827759,1.655700445175171,7.0,6.52,2,2,0,1355.0,105.0,1798.0,4,17290.0,38801,976.0,27970.0,86148.0,19955.0,19955.0,76800.0
-2.293558359146118,2.2069387435913086,7.0,7.34,4,2,0,1692.0,155.0,1991.0,2,20450.0,55000,1202.0,46292.0,99000.0,38231.0,45524.0,84888.0
-1.6127716302871704,1.3962801694869995,6.0,6.4,6,1,0,1030.0,73.0,1317.0,1,13160.0,38001,578.0,19327.0,83699.0,17390.0,7390.0,53999.0
1.7513307332992554,1.3879649639129639,7.0,6.77,6,1,0,1442.0,140.0,1969.0,1,15450.0,42661,1176.0,33597.0,100898.0,26078.0,28510.0,68822.0
2.162132740020752,1.6161903142929077,5.0,5.28,0,2,0,1430.0,103.0,1499.0,1,17970.0,34000,684.0,48876.0,73000.0,35726.0,42017.0,112800.0
0.8233864903450012,-10.178918838500977,9.0,8.79,4,3,0,1610.0,180.0,1997.0,2,24830.0,59889,1210.0,38528.0,120000.0,45011.0,55016.0,61800.0
3.1013340950012207,1.7780433893203735,5.0,5.51,1,1,0,1940.0,200.0,2996.0,1,34320.0,39401,2382.0,116557.0,66.0,92820.0,139076.0,236800.0
0.37543946504592896,-10.178918838500977,13.0,12.76,7,1,0,1630.0,132.0,1984.0,6,15870.0,45586,1552.0,29874.0,66.0,48190.0,48190.0,104000.0
0.6739102602005005,-10.178918838500977,5.0,5.45,1,1,0,1620.0,152.0,2487.0,2,23250.0,48010,1784.0,57302.0,101000.0,39999.0,47999.0,138800.0
-0.31548675894737244,1.7745600938796997,4.0,1.87,2,2,0,2260.0,145.0,2493.0,2,28760.0,95856,1792.0,76685.0,66.0,38675.0,46145.0,238800.0
0.7846730351448059,1.517066478729248,16.0,16.56,5,2,1,10300.0,118.67483660130719,7790.0,5,18390.0,40585,534.0,83504.0,66.0,51527.0,2577.0,69800.0
-1.005240559577942,-3.9923882484436035,9.0,8.54,0,2,0,1610.0,111.0,1986.0,1,16550.0,47000,1196.0,22943.0,119822.0,29165.0,27831.0,40800.0
2.5014164447784424,1.4673829078674316,4.0,4.16,1,2,0,1505.0,95.0,1497.0,2,19470.0,32699,684.0,49530.0,57000.0,34175.0,39845.0,136888.0
-0.9566259384155273,0.7437477707862854,7.0,7.4,4,2,0,1240.0,141.0,1998.0,2,22780.0,54501,1210.0,33745.0,65000.0,30651.0,29912.0,81000.0
-3.1199615001678467,-8.997328758239746,16.0,15.16,2,1,0,1370.0,103.0,1799.0,2,11480.0,37941,1467.0,19812.0,154000.0,26813.0,26813.0,59988.0
